,id,title,company.display_name,location.display_name,salary_min,salary_max,created,category.label,description,redirect_url,timestamp
0,5309211911,Engineering Intern - Internal Platform,Allium,"New York City, New York",76980.06,76980.06,2025-07-17T19:54:28Z,IT Jobs,"Allium makes blockchain data accurate, simple and fast Blockchain data is hard, messy, and chaotic When we started out in late 2021 our thesis was simple - blockchain data, despite it being public and free, was difficult to understand, clunky to access and troublesome to maintain. Answering a simple question like “Who are the biggest Ethereum token holders over time?” requires an engineering team to run their own RPC nodes, ingest the full history of the blockchain, clean the data, transform th…",https://www.adzuna.com/details/5309211911?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
1,5308989247,"Data Governance Foundation Sr Lead Analyst, SVP – New York (Hybrid)",Citigroup,"New York City, New York",117871.35,117871.35,2025-07-17T17:07:26Z,IT Jobs,"The Data Governance Foundation Sr Lead Analyst is responsible for leading activities that contribute to the definition of the Enterprise Data Governance Strategy, and/or Data Risk and Control Framework and Data Risk Taxonomy, and plays a critical role in leading activities to support implementation of the Data Governance Policy/Data Risk and Control framework. This job requires excellent communication skills needed to negotiate internally, often at a senior level. Developed communication and di…",https://www.adzuna.com/details/5308989247?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
2,5308988830,"Senior Vice President, Data Quality Sr Lead Analyst - C14 - NEW YORK",Citigroup,"New York City, New York",149713.55,149713.55,2025-07-17T17:07:11Z,IT Jobs,"Overview of Citi: Citi, the leading global bank, has approximately 200 million customer accounts and does business in more than 160 countries and jurisdictions. Citi provides consumers, corporations, governments, and institutions with a broad range of financial products and services, including consumer banking and credit, corporate and investment banking, securities brokerage, transaction services, and wealth management. As a bank with a brain and a soul, Citi creates economic value that is sys…",https://www.adzuna.com/details/5308988830?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
3,5308983233,Senior Data Analyst,Perchwell,"New York City, New York",140000.0,170000.0,2025-07-17T17:03:55Z,IT Jobs,"Who We Are Perchwell is the modern real estate listings platform built for agents to search smarter, collaborate better, and close deals faster. We are building the future of residential real estateʼs critical listings infrastructure: a platform where market research and client collaboration converge. Our modern architecture enables continuous innovation at a pace legacy systems cannot match, with AI-powered features and mobile-first capabilities designed for how agents actually work. As consum…",https://www.adzuna.com/details/5308983233?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
4,5308623653,Engineering Intern - AI,Allium,"New York City, New York",73259.63,73259.63,2025-07-17T16:30:14Z,IT Jobs,"Allium makes blockchain data accurate, simple and fast Blockchain data is hard, messy, and chaotic When we started out in late 2021 our thesis was simple - blockchain data, despite it being public and free, was difficult to understand, clunky to access and troublesome to maintain. Answering a simple question like “Who are the biggest Ethereum token holders over time?” requires an engineering team to run their own RPC nodes, ingest the full history of the blockchain, clean the data, transform th…",https://www.adzuna.com/details/5308623653?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
5,5308431504,"Director, Data Delivery and Channels Lead",BNY MELLON,"Bowling Green, Manhattan",127000.0,273000.0,2025-07-17T15:33:55Z,IT Jobs,"Description At BNY, our culture empowers you to grow and succeed. As a leading global financial services company at the center of the world’s financial system we touch nearly 20% of the world’s investible assets. Every day around the globe, our 50,000 employees bring the power of their perspective to the table to create solutions with our clients that benefit businesses, communities and people everywhere. We continue to be a leader in the industry, awarded as a top home for innovators and for c…",https://www.adzuna.com/details/5308431504?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
6,5307418446,"Data Analyst III, PBM Business and Operations",Rightway,"New York City, New York",100000.0,135000.0,2025-07-16T19:13:20Z,IT Jobs,"ABOUT THE ROLE: We are seeking a full-time Business and Operations Analyst III to join our Data & Insights team. In this role, you’ll be responsible for creating data analyses that demonstrate our company’s impact to clients and strategic partners in the PBM space. You will support the development and execution of analytics, provide data-driven strategic insights, and create customized analytic approaches in a pharmacy benefits setting. This role supports Rightway’s clinical delivery, operation…",https://www.adzuna.com/land/ad/5307418446?se=zLTkqXdj8BGeTa5h0ZYtkQ&utm_medium=api&utm_source=4d93aab4&v=9148E6A4D0AEF2CBAE20885A79B2393544082B84,2025-07-17 21:36:34.207464
7,5307374081,Data Analyst,Fora Financial Llc,"Chelsea and Clinton, Manhattan",70000.0,90000.0,2025-07-16T18:32:19Z,IT Jobs,"Fora Financial is a technology enabled, leading provider of flexible financing to small and medium sized businesses. Since our inception in 2008, we have supported more than 55,000 merchants nationwide with over $4 billion of capital used for a variety of purposes, from funding everyday operating expenses to managing cash flow gaps to facilitating business expansion, and much more. Leveraging our proprietary technology, Fora Financial is able to deliver capital to our customers via a streamline…",https://www.adzuna.com/details/5307374081?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
8,5307371181,"Data Engineer 5 days a week on site in NYC. No H1B, no relocation package",The Traxion Group,"New York City, New York",80000.0,100000.0,2025-07-16T18:31:28Z,IT Jobs,"The Traxion Group is a management consulting company based in New York City focusing on banking and hedge fund clients. Consultant/Full time Data Analyst/Engineer Location: New York, NY Job Level:Junior -Level (1-3 years) Position requires that the candidate can assist in all aspects of the project life cycle, including: Requirements Gathering - produce business requirements and process documentation. Will require facing off with multiple business lines and regions. Candidate must possess abili…",https://www.adzuna.com/details/5307371181?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
9,5307356545,Data Analyst II,Rent the Runway,"Brooklyn, New York City",100000.0,125000.0,2025-07-16T18:21:27Z,IT Jobs,"About Us: Rent the Runway (RTR) is transforming the way we get dressed by pioneering the world’s first Closet in the Cloud. Founded in 2009, RTR has disrupted the $2.4 trillion fashion industry by inspiring women with a more joyful, sustainable and financially-savvy way to feel their best every day. As the ultimate destination for circular fashion, the brand now offers infinite points of access to its shared closet via a fully customizable subscription to fashion, one-time rental or ownership. …",https://www.adzuna.com/details/5307356545?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
10,5307120849,"Associate: Data Scientist, Global Research Predictive Analytics",Bank of America,"New York City, New York",133632.0,133632.0,2025-07-16T16:48:29Z,IT Jobs,"The Associate will be a member of the Predictive Analytics team and will work with research analysts across regions to identify and analyze data that informs analysts’ investment ideas and is communicated via research reports. Responsibilities: Identify, acquire and cleanse data sources relevant to each project, including proprietary data, alternative data, market data and fundamental data Analyze data using statistical methods, tools and time-series analysis Visualize, simplify and communicate…",https://www.adzuna.com/details/5307120849?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
11,5306951729,Lead Data Analyst,SeatGeek,"New York City, New York",125000.0,180000.0,2025-07-16T16:40:41Z,IT Jobs,"SeatGeek believes live events are powerful experiences that unite humans. With our technological savvy and fan-first attitude we’re simplifying and modernizing the ticketing industry. SeatGeek is on a mission to transform the live events industry with a fan-first approach powered by data and technology. Our Product Analytics team sits at the heart of that transformation — empowering our Product, Engineering, and Design teams with the insights they need to build magical experiences for fans and …",https://www.adzuna.com/details/5306951729?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
12,5306657528,"Director, Data Analytics ACO - Remote",Sound Physicians,"Grand Central, Manhattan",107732.87,107732.87,2025-07-16T13:19:20Z,IT Jobs,"Job Details Description About Sound Headquartered in Tacoma, WA, Sound Physicians is a physician-founded and led, national, multi-specialty medical group made up of more than 1,000 business colleagues and 4,000 physicians, APPs, CRNAs, and nurses practicing in 400-plus hospitals across 45 states. Founded in 2001, and with specialties in emergency and hospital medicine, critical care, anesthesia, and telemedicine, Sound has a reputation for innovating and leading through an ever-changing healthc…",https://www.adzuna.com/details/5306657528?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
13,5303876149,Business Analyst,Risk Management Solutions ,"Grand Central, Manhattan",81665.32,81665.32,2025-07-15T13:27:33Z,IT Jobs,"At Moodys, we unite the brightest minds to turn today’s risks into tomorrow’s opportunities. We do this by striving to create an inclusive environment where everyone feels welcome to be who they are—with the freedom to exchange ideas, think innovatively, and listen to each other and customers in meaningful ways. If you are excited about this opportunity but do not meet every single requirement, please apply! You still may be a great fit for this role or other open roles. We are seeking candidat…",https://www.adzuna.com/details/5303876149?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
14,5302842645,CRM Customer & Data Analyst,Jimmy Choo,"New York City, New York",90000.0,115000.0,2025-07-14T19:16:33Z,IT Jobs,"Who You Are: The CRM Customer and Data Analyst will require a detail-oriented individual, responsible for regular reporting, tracking changes in key CRM metrics and responsible for the calculation and accuracy of CRM metrics. The CRM Customer and Data Analyst will use their technical understanding to optimize the CRM data warehouse and transform the data into accurate and reliable CRM metrics that can be used to drive data-driven strategy. The Customer and Data Analyst will report these metrics…",https://www.adzuna.com/details/5302842645?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
15,5302607423,Dynamics Business Central Business Analyst - Hybrid,Pearson Carter,"Queens, New York City",86412.87,86412.87,2025-07-14T17:20:09Z,IT Jobs,"Job Title Dynamics Business Central Business Analyst Location: Queens, NY Salary: 100,000 – 125,000 per year Our client, a global leader in gourmet hospitality, as we expand their dynamic New York team. We’re looking for a BC365 Data and Business Analyst to play a critical role in aligning operational processes with their global ERP platform, Microsoft Dynamics 365 Business Central. What You’ll Do: Collaborate with US-based teams to gather business requirements and support the rollout of Micros…",https://www.adzuna.com/details/5302607423?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
16,5301337633,"Product Manager, Data Platform Product Strategy & Enablement",Hearst,"Meadows, Hudson County",120000.0,160000.0,2025-07-13T18:08:51Z,IT Jobs,"Description Why Hearst? Hearst Magazines’ portfolio of more than 25 powerful brands in the U.S.—including Cosmopolitan, ELLE, Esquire, Good Housekeeping, Harper’s BAZAAR, Popular Mechanics—inspires, entertains, and builds new and bold experiences for an engaged and growing audience across digital, video, social, and print, reaching nearly 139 million readers and site visitors each month. With sophisticated content creation, cutting-edge technology, and industry-leading data capabilities, we mak…",https://www.adzuna.com/details/5301337633?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
17,5300575406,Product Operations Analyst,Mednet,"New York City, New York",110605.98,110605.98,2025-07-13T01:17:36Z,IT Jobs,"ABOUT US Our Company: We are a rare company that is profitable, growing over 100% annually, under 30 people and making a positive social impact. Our mission has attracted some of the smartest and most accomplished people in technology and medicine. You will be working with leaders who have advised Fortune 500 CEOs, built and sold companies to Google, and designed medical school curriculums. Our Story: We are a physician and engineer from Yale and MIT, respectively. We founded theMednet after ou…",https://www.adzuna.com/details/5300575406?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
18,5298227933,Senior AFC Systems Specialist,Apple Bank,"New York City, New York",130000.0,140000.0,2025-07-11T16:19:46Z,IT Jobs,"Hybrid/ New York, NY Salary Range: $130,000 - $140,000 The AFC Systems Unit (SU) is a subunit team within Apple Bank’s (the Bank) AFC Department. The SU is a second line function that acts as a primary subject matter expert (SME) concerning all AFC dedicated systems used to support BSA/AML/ABC and Sanctions compliance across the Bank. The Senior AFC Systems Data Analyst is a member of the SU and is responsible for the daily operations within the AFC subunit. Specifically, the Senior AFC Systems…",https://www.adzuna.com/details/5298227933?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
19,5296979102,Assistant Director of Development- Data Services-Development/Fundraising /FT-Days Hybrid/Remote,Mount Sinai Health System,"Grand Central, Manhattan",85172.36,85172.36,2025-07-10T19:13:15Z,IT Jobs,"Description Development and Fundraising Assistant Director of Development-Data Services-Development & Fundraising-Corporate- Full-Time-Days- 150 East 42nd Street- Hybrid/Remote This is a partial remote work position, and must be willing to travel to East 42nd Street Office as need. Reporting to the Director, Business Intelligence and Analytics, the Assistant Director manages and participates in the fulfillment of approximately 800 ad hoc data requests per year for the Mount Sinai Health System …",https://www.adzuna.com/details/5296979102?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
20,5296875335,AML Business/Data Analyst -NYC / Tampa,Matrix Global,"Jersey City, Hudson County",106776.4,106776.4,2025-07-10T17:55:01Z,IT Jobs,"We are seeking a highly experienced Data Analyst with over 7 years of expertise in the AML domain. The ideal candidate will have a strong background in both business and data analysis, with hands-on experience in AML in Transaction Monitoring projects. This role requires a deep understanding of data analysis, data mapping, and the ability to work closely with development teams to ensure accurate implementation of business requirements. Key Responsibilities: Analyze source system data and map da…",https://www.adzuna.com/details/5296875335?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
21,5296807507,"Data Concern Remediation Management Sr Lead Analyst - C14 - NEW YORK, TAMPA",Citigroup,"New York City, New York",102708.68,102708.68,2025-07-10T17:01:03Z,IT Jobs,"The Data Concern Remediation Management (DCRM) Sr Lead Analyst is responsible for leading activities that help drive issue management end to end process in Finance Data within the Enterprise Data Office. This job requires excellent communication skills needed to negotiate internally, often at a senior level. Developed communication and diplomacy skills are required to guide and influence others, in particular, colleagues in other areas and occasional external customers. Accountable for signific…",https://www.adzuna.com/details/5296807507?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
22,5296335114,"Senior Analyst, Business Intelligence",Hearst,"Meadows, Hudson County",101000.0,122000.0,2025-07-10T16:02:41Z,IT Jobs,"Description Why Hearst? Hearst Magazines’ portfolio of more than 25 powerful brands in the U.S.—including Cosmopolitan, ELLE, Esquire, Good Housekeeping, Harper’s BAZAAR, Popular Mechanics—inspires, entertains, and builds new and bold experiences for an engaged and growing audience across digital, video, social, and print, reaching nearly 139 million readers and site visitors each month. With sophisticated content creation, cutting-edge technology, and industry-leading data capabilities, we mak…",https://www.adzuna.com/details/5296335114?utm_medium=api&utm_source=4d93aab4,2025-07-17 21:36:34.207464
